class,precision,recall,mAP50,mAP50-95
all,0.7848125600894429,0.7224338933112978,0.8299860416342328,0.7844427105155787
frog-eye-leaf-spot,0.7908654567047161,0.6675625041383797,0.8149173471535669,0.7741962542064267
healthy,0.7632141960950022,0.647887323943662,0.7683905698489235,0.7055845894401682
rust,0.8003580274686102,0.8518518518518519,0.906650207900208,0.873547287900141
