class,precision,recall,mAP50,mAP50-95
all,0.5770988583535512,0.7297110784493412,0.7154958873246923,0.6408694285469075
frog-eye-leaf-spot,0.7359901897945376,0.49221096096096095,0.6199182075681002,0.5851914370184303
healthy,0.511123378919989,0.8450704225352113,0.7933888423612133,0.6682489249405592
rust,0.48418300634612693,0.8518518518518519,0.7331806120447635,0.6691679236817336
