epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.7877,3.25866,8.94451,4.28015,4.2469,0.00255,0.25286,0.00198,0.0006,0.00229,0.2184,0.00225,0.00056,3.06898,5.21626,3.91314,4.15152,0.00035552,0.00035552,0.00035552
2,35.453,3.25595,4.76908,4.08862,4.13759,0.00244,0.32176,0.00518,0.00134,0.00269,0.36849,0.00635,0.00221,3.14104,4.89481,3.853,4.16907,0.000715001,0.000715001,0.000715001
3,49.4521,3.11055,4.31544,3.71887,3.86453,0.00203,0.37866,0.01224,0.00396,0.00187,0.34882,0.01105,0.00351,2.71353,5.5625,3.98544,3.93361,0.00106722,0.00106722,0.00106722
4,63.6729,2.94559,3.98704,3.37224,3.4157,0.05118,0.56814,0.08433,0.02946,0.04631,0.50899,0.0642,0.02513,2.63213,28.9328,11.2472,4.22574,0.001078,0.001078,0.001078
5,78.1024,2.80186,3.63388,3.16751,3.08793,0.38245,0.18351,0.14115,0.05706,0.33602,0.1518,0.12532,0.05057,2.57238,6.56289,3.21084,3.24859,0.001067,0.001067,0.001067
6,92.195,2.66432,3.38908,2.90479,2.81851,0.15523,0.18508,0.12584,0.04835,0.15404,0.18668,0.11723,0.04799,2.52948,6.93552,8.97504,2.86031,0.00105601,0.00105601,0.00105601
7,107.069,2.55464,3.17548,2.7138,2.64314,0.16056,0.26178,0.2027,0.08374,0.16552,0.26487,0.19428,0.08779,2.38762,3.46122,2.69573,2.59504,0.00104501,0.00104501,0.00104501
8,121.68,2.40579,2.92508,2.56946,2.4912,0.28823,0.27586,0.22681,0.10613,0.31113,0.26616,0.21997,0.09355,2.26714,2.95762,2.5455,2.50539,0.00103401,0.00103401,0.00103401
9,135.731,2.28516,2.77432,2.37984,2.32947,0.41936,0.45836,0.39585,0.21074,0.42112,0.42416,0.37819,0.18749,1.97233,2.61101,2.26971,2.12044,0.00102301,0.00102301,0.00102301
10,150.132,2.20469,2.65721,2.31939,2.2652,0.35203,0.45277,0.36417,0.18881,0.33719,0.43647,0.34517,0.16473,1.98037,2.37256,2.10868,2.16086,0.00101201,0.00101201,0.00101201
11,164.2,2.15251,2.50693,2.1876,2.17546,0.4808,0.50028,0.47031,0.23738,0.48051,0.48654,0.44933,0.21495,1.88597,2.41507,1.96403,2.02834,0.00100101,0.00100101,0.00100101
12,178.32,2.09473,2.43011,2.14792,2.14767,0.52907,0.50965,0.51215,0.24434,0.51005,0.49049,0.47699,0.23065,1.9197,2.08337,1.94532,2.06653,0.000990012,0.000990012,0.000990012
13,192.742,2.00553,2.32621,2.03274,2.0773,0.47656,0.51155,0.51881,0.27859,0.47806,0.49697,0.48938,0.24491,1.79158,2.22041,1.93842,1.95369,0.000979013,0.000979013,0.000979013
14,206.949,1.94078,2.26351,1.98462,2.00775,0.54122,0.54272,0.52282,0.27648,0.51197,0.50967,0.4808,0.26363,1.73124,1.94644,1.75507,1.87872,0.000968014,0.000968014,0.000968014
15,221.095,1.91922,2.22523,1.97231,1.99114,0.54879,0.53007,0.53153,0.30841,0.52738,0.5061,0.50043,0.28155,1.63959,1.90781,1.76142,1.8792,0.000957015,0.000957015,0.000957015
16,235.523,1.8736,2.19513,1.93008,1.94773,0.498,0.54282,0.51537,0.27572,0.47048,0.51943,0.47895,0.24833,1.74574,2.05535,1.82051,1.96168,0.000946016,0.000946016,0.000946016
17,249.796,1.83028,2.11388,1.89529,1.90273,0.58302,0.55056,0.56603,0.31642,0.56846,0.51286,0.53719,0.29232,1.67896,2.09467,1.69193,1.86499,0.000935018,0.000935018,0.000935018
18,264.166,1.84124,2.26178,1.87673,1.91171,0.57891,0.59226,0.59846,0.35314,0.55837,0.56922,0.56333,0.32884,1.50374,1.92445,1.67075,1.72579,0.000924019,0.000924019,0.000924019
19,278.27,1.84823,2.23284,1.90937,1.90131,0.59214,0.52081,0.55202,0.28044,0.59485,0.51206,0.53319,0.25942,1.72131,2.26352,1.80342,1.88126,0.00091302,0.00091302,0.00091302
20,292.444,1.77317,2.0838,1.8131,1.85419,0.57999,0.59469,0.59845,0.34364,0.56749,0.56606,0.55919,0.3177,1.51674,1.84456,1.81864,1.72138,0.000902021,0.000902021,0.000902021
21,306.888,1.71213,2.01915,1.76752,1.82816,0.60425,0.55384,0.61011,0.36397,0.58712,0.53437,0.56921,0.32835,1.48825,1.85467,1.67818,1.6926,0.000891022,0.000891022,0.000891022
22,321.269,1.67667,1.98771,1.7653,1.78688,0.61725,0.59235,0.61591,0.38584,0.60434,0.57763,0.59324,0.37677,1.40661,1.72299,1.5838,1.66218,0.000880023,0.000880023,0.000880023
23,335.497,1.6486,1.96051,1.69174,1.74916,0.59781,0.5482,0.61046,0.37867,0.57451,0.53175,0.58023,0.34298,1.36684,1.69595,1.5422,1.5766,0.000869024,0.000869024,0.000869024
24,350.291,1.56595,1.89266,1.67722,1.71069,0.62973,0.58732,0.62986,0.39628,0.60469,0.56993,0.57694,0.3572,1.31585,1.73692,1.48593,1.56318,0.000858025,0.000858025,0.000858025
25,364.602,1.50995,1.74316,1.60543,1.66096,0.56888,0.62412,0.63402,0.41454,0.5614,0.60034,0.60509,0.37922,1.27723,1.64347,1.4989,1.54547,0.000847026,0.000847026,0.000847026
26,379.281,1.51731,1.80959,1.63538,1.65017,0.65243,0.54316,0.6172,0.38788,0.64443,0.5266,0.57685,0.35406,1.35025,1.65991,1.5433,1.56424,0.000836027,0.000836027,0.000836027
27,393.088,1.4849,1.77481,1.62594,1.61715,0.55631,0.63445,0.64998,0.42092,0.54624,0.60929,0.61465,0.37327,1.30215,1.80087,1.63792,1.53965,0.000825029,0.000825029,0.000825029
28,407.574,1.52665,1.78654,1.58939,1.63952,0.59454,0.65755,0.6503,0.43036,0.55842,0.62256,0.60189,0.38366,1.23039,1.69251,1.45872,1.48461,0.00081403,0.00081403,0.00081403
29,421.782,1.51131,1.77562,1.54782,1.61476,0.64052,0.62605,0.68882,0.45009,0.64303,0.60578,0.65629,0.42119,1.26519,1.69242,1.4753,1.50142,0.000803031,0.000803031,0.000803031
